Unnamed: 0,Name,z,rho,ang_sep,RA,DEC,cosmo,CreationDate,user,HM_0_500,HM_0_100,HM_100_200,HM_200_300,HM_300_400,HM_400_500,mstars,rvir,rho_rvir,gal_type,z_igmsys,log_rho
2254,J1151+5437_277_1016,0.060343064367771,1222.8608659271715,1015.8557392640074,177.350631715087,54.6570753033681,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,880150079.1935123,,,,0.060343,3.087377046899363
2255,J1151+5437_37_1019,0.226512789726257,3820.2131151475487,1019.3683977675852,178.12962083333332,54.85235222222222,Planck15,2021-Mar-28,jnburchett,hit,miss,miss,miss,hit,miss,970212951.9188521,,,,0.225085,3.582087591223464
2256,J1151+5437_102_1022,0.346348285675048,5167.802118480494,1021.6099381135328,178.313896350078,54.565525027168,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,2761655185.331783,,,,0.347478,3.7133058756338304
2257,J1151+5437_207_1024,0.329710453748703,5015.7115352426335,1024.1626689343066,177.6169541666667,54.37117388888889,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,15850976705.940895,,,,0.3281,3.700332551296582
2258,J1151+5437_221_1028,0.12905167043209,2443.48372333828,1027.757863608011,177.51271250000002,54.41032777777777,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,884032155.3779253,,,,0.128355,3.388009450428683
2259,J1151+5437_256_1036,0.22829446196556,3907.290238789995,1036.446367801458,177.35425416666666,54.55367666666666,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,1020739846.0543443,,,,0.228294,3.591875672402994
2260,J1151+5437_296_1039,0.282931268215179,4582.00711128773,1039.0198353621324,177.385625,54.75136555555556,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,6385021440.598075,,,,0.281512,3.6610557588801407
2261,J1151+5437_346_1040,0.143795028328895,2710.282746541106,1040.2717115239182,177.70970833333334,54.90559388888889,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,1667997402.7258027,,,,0.1425,3.4330146004157833
2262,J1151+5437_207_1044,0.227875217795372,3929.830612820908,1043.873763575754,177.61087500000002,54.36682138888889,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,2222432750.221126,,,,0.227875,3.594373831418029
2263,J1151+5437_52_1044,0.299098014831542,4786.281535967613,1044.0464244274162,178.22917083333334,54.80567555555555,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,1531839670.890283,,,,0.299098,3.6799982408551632
2264,J1151+5437_176_1047,0.300963938236236,4819.357815334245,1046.7594402661305,177.8659625,54.33563611111112,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,5746185236.145289,,,,0.300964,3.68298917188251
2265,J1151+5437_63_1047,0.096694000065326,1935.6428859593937,1047.069957915516,178.28620416666666,54.7549325,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,1887790708.294708,,,,0.096694,3.2868252357393275
2266,J1151+5437_160_1048,0.301450014114379,4828.5798093425,1047.5969136477725,178.005520366098,54.3521763338975,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,21897837817.664146,,,,0.30145,3.683819414051454
2267,J1151+5437_98_1048,0.346242010593414,5299.969313613306,1047.9469143537667,178.33249583333333,54.58354555555556,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,4794532089.335781,,,,0.347478,3.724273355078715
2268,J1151+5437_282_1052,0.272755175828933,4522.014716435005,1052.42377004412,177.3413375,54.68771361111111,Planck15,2021-Mar-28,jnburchett,hit,miss,hit,miss,miss,miss,3960798612.818241,,,,0.27251,3.655331971378672
2269,J1151+5437_322_1053,0.276629835367202,4569.992714382265,1052.953370312271,177.5251291666667,54.85715111111112,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,5981573074.861938,,,,0.27663,3.6599155077052767
2270,J1151+5437_198_1053,0.453349947929382,6275.270012272906,1052.9555605921164,177.681603206244,54.3473194299888,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,18452260391.09117,,,,0.45335,3.797632417374956
2271,J1151+5437_41_1054,0.333252310752868,5198.885441294005,1054.0718042622034,178.16632916666669,54.847660000000005,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,12710407697.930079,,,,0.333252,3.7159102477544077
