Name,z,rho,ang_sep,RA,DEC,cosmo,CreationDate,user,HM_0_500,HM_0_100,HM_100_200,HM_200_300,HM_300_400,HM_400_500,mstars,rvir,rho_rvir,gal_type,z_igmsys
J1409+2618_310_2914,0.122565373778343,7441.555016286964,2914.2576563730704,211.656580604589,26.8265097512955,Planck15,2021-Mar-08,jnburchett,miss,miss,miss,miss,miss,miss,10.33229747364425,,,,0.122565
J0751+2919_167_3465,0.102635391056537,7445.840620535908,3465.0830092892666,118.050556375693,28.3898607721591,Planck15,2021-Mar-09,jnburchett,hit,miss,miss,miss,miss,miss,10.169273095130205,,,,0.10334
J1409+2618_27_1097,0.345653176307678,7454.550679434382,1096.5673307735824,212.5042958333333,26.5771675,Planck15,2021-Mar-08,jnburchett,miss,miss,miss,miss,miss,miss,10.572617785219755,,,,0.34697
J0235-0402_95_2031,0.178681060671806,7455.119885067764,2031.05636246988,39.3438521972856,-4.08812120235811,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,10.248744378660257,,,,0.181991
J1632+3737_127_1583,0.232535734772682,7457.437682626036,1582.8513182723862,248.446825,37.36553583333333,Planck15,2021-Mar-08,jnburchett,miss,miss,miss,miss,miss,miss,9.885384665417083,,,,0.232536
J1151+5437_143_917,0.422343045473098,7459.731175757848,916.7551513852272,178.09779166666667,54.42181027777777,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,10.572068846009607,,,,0.422343
J1632+3737_358_1567,0.235328122973442,7467.574330365531,1567.3275283259186,247.98125416666664,38.065528888888885,Planck15,2021-Mar-08,jnburchett,miss,miss,miss,miss,miss,miss,9.675643105276748,,,,0.235328
J1409+2618_225_1338,0.279099762439727,7473.112324403217,1337.67612329375,212.0592083333333,26.041038611111112,Planck15,2021-Mar-08,jnburchett,miss,miss,miss,miss,miss,miss,9.80169318628747,,,,0.277905
J0751+2919_167_3467,0.102966509759426,7473.40644994202,3467.00896456593,118.047723629408,28.3887377617574,Planck15,2021-Mar-09,jnburchett,miss,miss,miss,miss,miss,miss,10.169273095130205,,,,0.10334
J0751+2919_214_900,0.432170778512954,7473.538815617925,899.9538687982997,117.639502242538,29.1209939616699,Planck15,2021-Mar-09,jnburchett,hit,hit,miss,miss,miss,miss,10.493127474617772,,,,0.431679
J0751+2919_280_1122,0.338087111711502,7477.116695695718,1122.2375401921815,117.4495,29.383600277777777,Planck15,2021-Mar-09,jnburchett,miss,miss,miss,miss,miss,miss,9.964592464445424,,,,0.33591
J1632+3737_51_1474,0.251609534025192,7477.76740303796,1474.12514256359,248.408089482614,37.8873056820842,Planck15,2021-Mar-08,jnburchett,miss,miss,miss,miss,miss,miss,9.71912810465297,,,,0.25188
J1208+4540_176_1802,0.203309312462806,7479.506528873688,1802.1400160971343,182.2900945583,45.1770822471772,Planck15,2021-Mar-28,jnburchett,miss,miss,miss,miss,miss,miss,9.815430229114003,,,,0.200173
J0751+2919_94_1240,0.303224265575408,7480.8459337409695,1240.374197897429,118.19541666666667,29.30267527777778,Planck15,2021-Mar-09,jnburchett,miss,miss,miss,miss,miss,miss,10.17027967450417,,,,0.303224
J1632+3737_7_1409,0.26419249176979,7482.366588924538,1409.3951558745373,248.06225,38.019393888888885,Planck15,2021-Mar-08,jnburchett,miss,miss,miss,miss,miss,miss,9.514657329829108,,,,0.26335
